id,status,plan,scale,login_status,inbound,taishu_tenpyo,cnt_brand,cnt_cp,cp_brand,cnt_store,avg_store_info,media_library,cnt_category,bt_resto,bt_retail,bt_hotel,bt_salon,bt_activity,bt_other,rev,rev_posi,rev_nega,rev_mix,rev_none,rev_avg_comment,rev_avg_rate,rev_avg_uuser,lang_ja,lang_en,lang_ko,lang_ch_han,lang_ch_kan,lang_thai,lang_other,st_google,st_trip_advisor,st_tabelog,st_retty,st_hot_pepper_gourmet,st_gnavi,st_hot_pepper_beauty,st_yahoo_loco,st_asoview,st_demaecan,st_ikyu,st_ozmall,st_tribeau,st_clinic,q_pos,q_neg,q_neu,s_pos,s_neg,s_neu,c_pos,c_neg,c_neu,a_pos,a_neg,a_neu,un_pos,un_neg,un_neu,photo,rep,rep_posi,rep_nega,rep_mix,rep_none,rep_avg_comment,rep_avg_rate,rep_avg_uuser,weekly,monthly,wday_index,now,scheduled,tw,fb,in,web,call,direction,pv_search_pc,pv_map_pc,pv_search_sp,pv_map_sp,chat,booking,orders,search,search_per_keyword,cnt_keywords,post_total,post_sns,reaction,pv_total
37986,tech_touch,growth,small,30日以内,1,1,1,0,0,1,658,1,1,1,0,0,0,0,0,34,22,1,1,8,206,5,7,22,3,2,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,21,13,1,1,5,213,5,7,0,0,0,0,0,0,0,0,848,133,819,935,3511,3216,7818,0,1,0,867,7122,5880,0,0,1800,15480
16699,tech_touch,small,small,1日以内,0,0,1,0,0,1,191,1,1,1,0,0,0,0,0,29,19,0,0,7,127,5,2,0,0,0,0,0,0,0,19,0,9,1,0,0,0,0,0,0,0,0,0,0,54,0,2,4,1,0,1,0,0,6,0,0,32,2,16,80,12,8,0,0,4,69,5,2,0,0,0,0,0,0,0,0,931,180,1522,8527,1262,22570,15722,0,18,0,9015,50240,128931,0,0,2633,48081
28744,low_touch,growth,medium,1日以内,0,0,13,0,0,26,182,16,8,13,0,0,0,0,0,4117,2092,258,312,1217,103,4,4,38,6,0,1,3,0,0,2011,13,1354,76,564,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9868,2371,912,111,199,1027,75,4,4,26,0,0,55,3,12,144,141,158630,32123,187406,1248079,319604,7743500,10122819,20,2357,0,257001,458016,1749429,84,297,378159,19434002
23070,tech_touch,small,small,7日以内,0,0,1,0,0,1,41,2,1,1,0,0,0,0,0,68,44,7,2,11,237,4,3,0,0,0,0,0,0,0,48,0,16,2,0,0,0,2,0,0,0,0,0,0,147,20,9,5,5,0,4,0,0,13,0,0,108,23,20,263,58,41,6,6,3,134,4,3,0,0,0,16,4,0,0,16,5971,1109,4065,7294,1839,68202,38412,17,0,0,130030,384617,1057256,20,16,11145,115747
24784,low_touch,enterprise,large,1日以内,0,0,1,68,21,68,159,4,1,0,1,0,0,0,0,1993,527,208,106,1027,33,4,2,0,0,0,0,0,0,0,1887,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1749,3948,2207,725,383,125,53,4,2,46,5,0,22,24,0,0,11,429606,283404,712854,1254856,292673,7966579,4789695,0,0,0,249762,564116,1778517,97,11,1425864,14303803
15346,low_touch,enterprise,large,1日以内,1,0,8,23,4,64,503,43,8,8,0,0,0,0,0,18537,10741,932,1149,5050,128,4,11,5247,3309,3828,526,209,58,369,16610,158,1203,56,245,1,0,227,0,37,0,0,0,0,9752,2176,534,3356,1447,27,52,90,0,732,174,22,7689,2222,2543,26609,1119,654,182,169,15,134,4,2,0,0,0,22,2,0,0,0,319404,62870,465743,2112252,739959,15134574,12976864,3,3803,0,153492,134900,471551,24,0,848017,30963649
18646,low_touch,growth,large,1日以内,0,0,17,0,0,56,401,206,10,17,0,0,0,0,0,4528,2131,349,400,1444,72,4,2,0,0,0,0,0,0,0,2328,0,684,0,816,0,0,319,0,381,0,0,0,0,3137,825,165,698,558,9,21,28,0,224,30,5,3056,900,873,11526,3945,1411,388,418,1550,63,4,3,86,6,5,28,107,0,1,1,203035,83738,209878,734301,186790,7239140,6712276,15,367,0,159020,692439,1333133,232,2,496651,14872507
13234,tech_touch,growth,small,1日以内,0,0,1,0,0,1,158,5,1,1,0,0,0,0,0,78,51,2,1,22,45,5,4,0,0,0,0,0,0,0,73,0,4,0,0,0,0,1,0,0,0,0,0,0,57,3,2,6,0,0,0,0,0,9,0,0,65,2,4,233,105,73,1,1,27,47,4,4,0,0,0,1,0,0,0,0,12601,2977,5239,20902,5979,255232,190878,0,0,0,44913,246927,166716,1,0,20817,472991
15676,tech_touch,small,small,60日以内,0,0,2,0,0,3,498,8,1,0,0,0,0,0,2,6,1,1,0,4,37,4,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,5,1,0,1,0,0,116,1,1,0,0,0,5,0,0,0,0,1176,162,5001,2693,1626,25857,26046,0,0,0,83681,405314,452106,5,0,6339,56222
2,high_touch,growth,larger,3日以内,1,0,1,0,0,132,80,10,1,0,1,0,0,0,0,10576,3142,683,399,5387,35,4,5,4381,334,200,226,27,3,48,8739,0,0,0,0,0,0,1837,0,0,0,0,0,0,284,113,25,357,442,7,17,12,0,84,9,1,5519,1135,2980,13893,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,952978,697536,4078744,6922501,1824255,49467139,37717383,15,0,0,193538,619588,1676107,24,0,5729258,95931278
24916,low_touch,growth,medium,1日以内,0,0,2,0,0,21,163,173,3,0,2,0,0,0,0,1108,274,430,114,222,107,3,5,0,0,0,0,0,0,0,1065,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1627,1657,325,630,187,395,112,3,5,0,0,10,17,19,0,0,0,146705,113104,496955,258511,89672,2596073,1419152,11,0,0,35068,135497,570898,46,0,756764,4363408
14587,tech_touch,growth,small,61日以上,0,0,1,0,0,1,696,1,1,1,0,0,0,0,0,87,42,5,10,22,99,4,3,0,0,0,0,0,0,0,45,0,38,2,0,0,0,2,0,0,0,0,0,0,73,8,2,0,8,0,1,0,0,4,0,0,158,22,36,516,79,57,6,9,0,94,4,3,0,0,0,81,0,0,0,0,4103,821,5873,31863,6910,170922,253052,6,0,0,116213,376758,1198684,81,0,10797,462747
37523,tech_touch,enterprise,small,7日以内,1,0,1,1,1,1,124,1,1,0,0,0,0,0,1,1930,456,113,51,1105,85,4,73,748,40,5,23,4,0,6,1761,8,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1643,5,3,1,0,0,67,4,5,0,0,0,14,3,0,0,0,192923,13934,228460,624702,96212,2679215,785267,0,0,0,27630,78424,254660,17,0,435317,4185396
25609,high_touch,growth,medium,1日以内,0,0,9,0,0,13,199,23,1,9,0,0,0,0,0,1017,550,74,117,205,124,4,3,68,6,7,2,2,0,0,396,2,499,24,73,0,0,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6139,259,119,29,22,76,114,4,2,55,0,124,2,118,0,0,0,48928,16869,58191,440672,79617,1931397,1515644,53,1267,0,34526,192315,397645,299,0,123988,3967330
24751,low_touch,growth,medium,1日以内,1,1,3,47,7,49,374,121,5,3,0,0,0,0,0,6625,2338,866,826,1967,123,4,5,4258,238,104,114,17,13,35,4111,13,2078,116,0,8,0,299,0,0,0,0,0,0,14232,4259,1377,1687,2404,100,72,117,2,485,160,53,13756,5279,8945,21448,3325,1084,447,399,1195,71,4,3,0,0,0,49,141,0,0,0,204797,42745,399498,1495064,438756,11697422,12575258,0,1,0,327997,1333944,2453863,190,0,647040,26206500
23399,tech_touch,growth,small,1日以内,1,0,2,0,0,4,409,2,2,0,0,0,0,0,2,91,64,6,2,17,150,4,4,26,29,7,8,0,0,4,91,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,50,2,1,0,0,0,1,0,0,109,22,0,28,835,693,10,16,110,77,5,8,1,0,2,114,7,0,19,19,9533,2340,6792,15790,3669,129443,40269,8,0,0,37871,154815,509228,124,38,18665,189171
21847,low_touch,growth,medium,1日以内,0,0,3,0,0,33,261,159,1,0,3,0,0,0,0,637,119,53,26,406,36,4,2,2,0,0,0,0,0,0,599,0,0,0,0,0,0,38,0,0,0,0,0,0,14,12,3,52,38,0,3,0,0,5,0,0,195,94,132,812,2,1,0,0,1,149,5,1,0,0,45,4,58,0,0,0,49256,20936,123024,1661229,139146,8235952,2581342,5,0,0,34959,132991,310601,107,0,193216,12617669
23398,tech_touch,growth,small,7日以内,1,0,1,0,0,1,319,1,1,0,0,0,0,0,1,85,17,8,2,42,81,4,5,35,7,0,1,0,0,0,82,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,67,31,20,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15074,763,23501,148400,13062,172857,102328,0,0,0,206832,421579,1688908,0,0,39338,436647
22606,tech_touch,growth,small,1日以内,0,0,1,0,0,1,133,1,1,1,0,0,0,0,0,139,76,8,15,36,117,4,4,7,16,1,1,0,0,1,45,0,90,4,0,0,0,0,0,0,0,0,0,0,67,14,1,14,5,0,0,0,0,41,2,0,122,25,54,601,78,26,8,8,35,95,4,3,11,0,0,158,3,0,0,0,5410,1522,13660,44136,8461,110862,157844,0,0,0,178203,963890,1772865,172,0,20592,321303
15084,high_touch,growth,larger,1日以内,0,0,9,0,0,632,546,134,1,0,0,0,0,0,9,3060,2018,89,83,712,66,4,2,0,0,0,0,0,0,0,2874,0,0,0,0,0,0,186,0,0,0,0,0,0,69,0,1,82,43,0,6,0,0,94,2,0,3315,363,160,45,1764,1168,45,43,427,81,5,2,99,0,109,103,94,0,0,0,233396,327147,862717,1680813,456853,7055519,2215421,0,0,0,63968,184942,404896,405,0,1423260,11408606
22276,low_touch,enterprise,larger,1日以内,0,0,1,2,1,283,100,62,2,0,0,0,0,0,1,414,193,41,33,135,76,4,1,0,0,0,0,0,0,0,410,0,0,0,0,0,0,4,0,0,0,0,0,0,18,4,0,207,80,1,2,2,0,1,0,0,450,154,61,144,146,101,9,8,24,62,4,2,22,15,3,1,7,0,0,0,340563,90113,367552,1075461,579796,4269268,2953617,12,0,0,33355,58778,306003,48,0,798228,8878142
23002,low_touch,enterprise,medium,1日以内,0,0,7,0,0,12,155,32,2,7,0,0,0,0,0,1317,389,176,141,522,97,4,4,0,0,0,0,0,0,0,1028,0,218,29,0,0,0,42,0,0,0,0,0,0,1023,456,93,135,239,4,8,16,0,37,10,1,761,321,389,4815,787,221,90,82,369,93,4,4,164,36,35,10,11,0,0,0,57833,14693,101066,197481,58653,2018073,1970607,1,0,0,22603,84196,401230,256,0,173592,4244814
4028,low_touch,enterprise,medium,1日以内,0,0,11,35,25,44,271,15,7,11,0,0,0,0,0,2215,656,376,246,702,122,3,2,23,9,1,0,0,0,2,1454,2,549,33,6,6,0,139,0,26,0,0,0,0,1340,719,178,267,607,17,8,19,0,68,33,7,1628,918,1160,5368,0,0,0,0,0,0,0,0,44,0,111,41,4,0,0,0,111469,28411,122707,896763,248946,7644484,5827896,0,1945,0,115370,293512,513560,200,0,262587,14618089
25015,tech_touch,growth,small,7日以内,0,0,3,0,0,3,296,20,3,1,0,1,0,0,1,75,41,6,5,22,124,4,3,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,54,42,5,5,0,150,4,2,54,0,0,27,1,0,0,0,10328,765,12037,7905,4614,40487,46419,7,0,0,76103,195758,860547,82,0,23130,99425
23860,high_touch,enterprise,larger,1日以内,0,0,1,279,103,316,247,173,1,0,0,0,0,0,1,8889,3741,778,277,3644,35,4,3,0,0,0,0,0,0,0,8706,0,0,0,0,0,0,183,0,0,0,0,0,0,46,7,0,633,235,3,15,3,1,5,0,0,710,220,157,1876,10819,4019,998,359,4865,47,4,2,1503,0,0,33,54,0,0,0,373812,467702,1850411,1850881,1048434,15087783,30901395,12,0,1,108972,561400,1084364,1590,0,2691925,48888493
24917,low_touch,growth,medium,7日以内,0,0,19,0,0,23,205,228,8,19,0,0,0,0,0,6302,3406,453,557,1724,90,4,7,0,0,0,0,0,0,0,3973,26,1087,42,1106,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10249,2240,877,132,181,1002,80,4,6,0,0,0,2,0,0,0,0,200500,68776,237666,812583,207444,6490751,3687514,275,8373,2,87808,473361,898900,2,0,506942,11198292
13201,low_touch,enterprise,medium,1日以内,0,0,6,18,16,21,115,166,6,6,0,0,0,0,0,2474,1219,85,161,891,153,4,4,0,0,0,0,0,0,0,1495,15,629,31,0,0,0,49,0,0,255,0,0,0,2430,230,60,846,271,5,14,6,0,361,22,2,3428,513,615,15853,2048,800,70,125,992,124,4,3,0,0,10,258,28,0,0,0,587268,180004,339632,2502350,582185,11020221,7600722,27,685,0,118403,418610,1034122,296,0,1106904,21705478
20527,tech_touch,small,medium,1日以内,0,0,1,0,0,10,171,11,2,1,0,0,0,0,0,336,134,10,9,159,85,4,3,0,0,0,0,0,0,0,292,2,28,0,2,0,0,12,0,0,0,0,0,0,257,31,19,33,6,0,1,0,0,37,1,1,235,34,122,1104,664,270,22,23,311,50,4,3,0,0,0,15,26,0,2,19,31771,5954,38980,332141,68959,1900561,1215526,31,0,0,404064,1016103,2159777,41,21,76705,3517187
40692,high_touch,growth,small,NA,1,1,1,0,0,2,0,1,0,1,0,0,0,0,0,69,30,2,8,18,194,4,2,53,0,0,0,0,0,0,0,0,57,2,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13136,low_touch,enterprise,medium,1日以内,0,0,16,32,32,34,187,1184,7,15,0,0,0,0,1,2002,868,152,174,664,103,4,3,29,0,1,0,1,0,0,1237,1,556,39,118,1,0,50,0,0,0,0,0,0,1417,319,60,222,176,4,11,7,1,171,45,2,2154,745,763,4822,1716,563,143,155,785,47,4,3,158,0,0,120,20,1,3,3,121996,30540,97740,531720,109114,4418736,2603999,14,1094,0,35791,123501,451239,298,7,250276,7663569
20494,high_touch,growth,larger,1日以内,0,0,2,0,0,286,159,3,3,2,0,0,0,0,0,17849,3741,1428,892,10877,52,4,2,23,3,0,0,0,0,0,10957,13,1193,29,0,0,0,743,0,4914,0,0,0,0,348,77,24,32,16,2,2,0,0,10,1,0,491,142,170,42935,2694,722,223,140,1440,40,4,2,0,0,0,11,1,0,0,0,623361,611915,1229619,3592762,1009763,28195313,28878518,79,0,0,421087,1322043,1738178,12,0,2464895,61676356
7724,low_touch,growth,medium,1日以内,0,0,2,0,0,32,227,35,2,1,1,0,0,0,0,1862,549,209,156,843,61,4,4,0,0,0,0,0,0,0,1862,0,0,0,0,0,0,0,0,0,0,0,0,0,722,315,57,187,276,5,10,20,0,34,25,2,1074,434,395,8460,2651,1475,406,342,159,75,4,2,236,0,12,58,28,0,0,0,72913,30349,104880,1100621,273262,6258309,8025496,0,0,0,30663,162066,610405,334,0,208142,15657688
36583,low_touch,growth,medium,1日以内,0,0,5,0,0,37,235,7,4,5,0,0,0,0,0,2027,788,164,174,760,115,4,2,0,0,0,0,0,0,0,1380,1,517,47,26,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6134,3457,1132,288,252,1653,51,4,3,0,0,25,1,20,0,0,0,72064,16292,117226,402628,124222,4069867,4009522,0,212,0,181070,613067,1464791,46,0,205582,8606239
14290,low_touch,small,larger,1日以内,0,0,1,0,0,116,247,42,1,0,0,0,0,0,1,101,82,4,6,6,95,4,1,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,189,17,4,5,91,71,5,5,6,93,4,1,116,0,32,4,16,0,0,0,23791,31615,157482,191477,73349,652781,292786,2,0,0,77588,556967,630884,168,0,212888,1210393
21748,tech_touch,growth,medium,1日以内,0,0,6,0,0,7,212,207,5,6,0,0,0,0,0,1454,844,78,209,264,120,4,5,0,0,0,0,0,0,0,325,6,602,0,141,0,0,0,0,0,173,207,0,0,1309,213,55,390,342,4,8,6,0,425,107,10,1495,292,272,2451,790,258,73,83,345,92,4,3,305,0,0,12,5,0,0,0,103682,20517,79148,378063,71939,2232400,1568158,0,1493,3,67278,422086,529029,322,0,203347,4250560
7463,tech_touch,enterprise,small,30日以内,0,0,1,1,1,1,206,17,1,0,1,0,0,0,0,10,2,1,1,5,53,4,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1,2,0,4,3,0,0,0,59,4,2,0,0,0,1,11,0,0,0,1711,241,4217,11098,3396,150838,65263,0,0,0,137653,455241,1201911,12,0,6169,230595
35115,low_touch,growth,medium,1日以内,0,0,2,0,0,10,139,25,5,2,0,0,0,0,0,821,317,66,77,324,110,4,4,62,2,3,3,0,0,0,611,2,152,7,34,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2399,346,123,27,22,160,53,4,5,89,0,0,0,2,0,0,0,93600,23956,57946,186700,43383,1347650,1020318,2,443,0,358519,1217397,1823388,91,0,175502,2598051
12443,low_touch,growth,medium,1日以内,0,0,6,0,0,29,532,93,6,0,1,0,3,0,2,436,272,20,16,117,73,4,2,0,0,0,0,0,0,0,347,0,0,0,0,0,78,11,0,0,0,0,0,0,10,0,2,147,17,0,42,4,0,16,0,0,550,122,24,180,730,353,37,41,275,56,4,2,0,0,0,683,176,0,60,63,54909,11340,67097,78618,28288,552680,466580,15,0,0,511413,920002,1664692,859,123,133346,1126166
5064,high_touch,growth,larger,1日以内,0,0,1,0,0,117,208,86,2,0,1,0,0,0,0,349,113,99,35,81,76,3,1,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,160,146,13,44,125,1,1,0,0,0,1,0,203,162,52,1281,0,0,0,0,0,0,0,0,0,0,0,4,81,0,0,0,487570,156794,243252,2186512,321012,22560799,8313688,0,0,0,80750,157402,845525,85,0,887616,33382011
38744,tech_touch,growth,small,1日以内,1,1,1,0,0,1,601,1,1,1,0,0,0,0,0,124,94,2,4,22,128,5,8,47,42,5,1,1,0,6,113,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,24,21,1,0,2,98,5,3,12,0,0,0,0,0,0,0,282,52,353,511,283,5065,8350,16,7,0,44647,112113,472094,12,0,687,14209
435,high_touch,enterprise,larger,3日以内,0,0,1,802,1,838,184,1,1,1,0,0,0,0,0,65023,17214,8739,4884,29838,76,4,3,312,17,7,4,1,0,3,51413,0,7018,356,0,5,0,6239,0,0,0,0,0,0,25722,9729,1661,4882,11599,228,263,2444,22,1051,468,51,27970,14101,14069,145827,0,0,0,0,0,0,0,0,0,1,0,42,242,0,0,0,3323338,1215014,11816779,20622211,5720628,203883472,186494323,0,0,0,103019,228295,724095,285,0,16355131,416720634
24389,tech_touch,growth,medium,1日以内,0,0,1,0,0,6,191,7,1,0,1,0,0,0,0,300,85,24,12,159,29,4,3,0,0,0,0,0,0,0,281,0,0,0,0,0,0,19,0,0,0,0,0,0,43,11,1,12,22,0,1,0,0,2,0,0,122,62,61,188,0,0,0,0,0,0,0,0,0,0,0,3,22,0,0,0,16283,6315,42745,48795,30353,329634,559050,0,0,0,222365,705903,2611811,25,0,65343,967832
4094,low_touch,enterprise,medium,30日以内,0,0,4,25,5,31,457,14,3,0,0,0,1,0,3,3038,1307,107,146,1450,90,4,8,0,0,0,0,0,0,0,3037,0,0,0,0,0,0,1,0,0,0,0,0,0,131,30,3,1287,383,10,90,8,0,37,2,0,1193,459,229,13,467,210,78,70,101,181,3,2,34,0,59,35,123,0,0,0,139510,230132,441956,906606,105113,5692821,1990697,5,0,0,44084,277569,622008,251,0,811598,8695237
